sep=,
"Bintang","Petak","Layer","Elemen","Bentuk","Nama","Id","FileIkon","Status","Selesai","Kind","Deskripsi","Prompt","PathIkon"
"3","5","Skill","Lightning","Cup","Tempest","tempest","Icon_tempest.png","placeholder","","AreaAtTarget","EVOLVED. Calls the storm down onto the densest pack.","A dark boiling storm cloud slamming one massive pillar-wide lightning bolt straight down onto a small target circle on the ground, the bolt a single thick vertical column with one hard kink, cloud in storm umber #4A3A00 and ink #14100C, pillar bolt and target ring in bright golden yellow #FFD84D, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_tempest.png"
"3","5","Skill","Lightning","Cross","Whirlwind","whirlwind","Icon_whirlwind.png","placeholder","","?19","Pusaran berjalan yang menyeret musuh ke tengahnya dan MENGANGKAT yang sampai","A chunky spiral cyclone built from three stacked curved wind bands widening upward like a soft-serve twist, a small dark ragged figure silhouette lifted helplessly above its open mouth, wind bands in storm umber #4A3A00 with bright golden yellow #FFD84D lightning edges tracing each band, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_whirlwind.png"
"3","7","Skill","Lightning","Zed","Storm Shards","stormshards","Icon_stormshards.png","placeholder","","?12","Lima pecahan mengambang dan menunggu, dan menjemput dari lebih jauh.","Five fat faceted crystal shards arranged in a floating fan arc like a peacock spread, the centre shard largest and tilted forward as if about to launch, thick lightning arcs bridging the gaps between shards, shards in bright golden yellow #FFD84D with storm umber #4A3A00 facet shadows and an ink #14100C core glowing beneath them, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_stormshards.png"
"3","9","Rune","Arcane","Big3","Nadir Rune","runenadir","Icon_runenadir.png","placeholder","","AuraOnly","3x3 base. Enormous area aura, spread across nine cells.","A nine-cell obsidian slab carved with concentric rings that step down like an inverted ziggurat into a small black pit at the center, a faint violet light glowing from the very bottom of the depth, vast and silent, a dark calm carved base tile with low contrast on purpose, void-dark obsidian in #2A1147 with the pit falling to pure #14100C and one faint ember of #B478FF at its lowest point, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_runenadir.png"
"3","9","Rune","Lightning","Big3","Storm Rune","runebadai","Icon_runebadai.png","placeholder","","Line","3x3 base. Huge damage aura, spread across nine cells.","A wide nine-cell stone slab split by a single carved lightning fork that branches from the center out toward all four corners, static charge glowing dimly deep inside the fissures, weighty and ominous but still a quiet floor tile, a dark calm carved base tile with low contrast on purpose, storm-dark stone in #4A3A00 with muted charge light of #FFD84D buried in the carved fork, shadows in #14100C, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_runebadai.png"
"4","6","Skill","Arcane","Slab","Bulwark","bulwark","Icon_bulwark.png","placeholder","","?14","Perisai menyerap 320 damage selama 10 detik, DAN mengeraskan kulit selama","A massive rectangular tower shield planted into cracked ground, face carved from thick stone slabs with rivet studs, a faint violet glow seeping through the seams between slabs. Calm, immovable, symmetric. Arcane palette: bright violet #B478FF glow lines on deep void purple #2A1147 stone, gold accent #D9A441 rivets. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_bulwark.png"
"4","6","Skill","Fire","Fork","Ragnarok","ragnarok","Icon_ragnarok.png","placeholder","","Line","EVOLVED. Splits the field end to end.","a colossal burning greatsword plunged point-first into the earth, a molten fissure splitting the ground in a straight line from edge to edge beneath it, flames erupting along the whole crack, radiant gold #D9A441 blade over bright orange #FF6A26 fissure fire and deep ember red #7A1F0B broken ground, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_ragnarok.png"
"4","7","Skill","Arcane","Zed","Reckoning","reckoning","Icon_reckoning.png","placeholder","","?11","EVOLVED. Setiap musuh yang terbakar meledak sebesar tumpukan BURN-nya. Semakin","A great cracked judgment bell tolling, fire bursting out through its cracks in a violent star of flame, a heavy ring of force radiating from its rim. Arcane palette: violet #B478FF bell on deep void purple #2A1147, blazing fire orange #FF6A26 bursting from the cracks. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_reckoning.png"
"4","7","Skill","Fire","Aitch","Chaos Meteor","chaosmeteor","Icon_chaosmeteor.png","placeholder","","?18","Meteor yang jatuh lalu terus menggelinding melintasi lapangan, membakar","a colossal flaming meteor that has crashed and keeps rolling, a cracked burning boulder tearing across scorched ground, a curving trench of fire blazing along its entire path behind it, chunks of molten rock breaking loose, bright orange #FF6A26 flames over deep ember red #7A1F0B rock with gold #D9A441 molten cracks, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_chaosmeteor.png"
"4","7","Skill","Fire","Hook","Doom Nova","novakiamat","Icon_novakiamat.png","placeholder","","Nova","EVOLVED. The heaviest blast in the book. Applies BURN.","an apocalyptic double shockwave ring exploding outward from a blinding central star, the inner ring a wall of jagged flame teeth, the outer ring a thinner blast halo, the ground beneath cracking radially, bright orange #FF6A26 rings over deep ember red #7A1F0B fractured ground with a gold #D9A441 core star, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_novakiamat.png"
"4","7","Skill","Ice","Hook","Winter's End","wintersend","Icon_wintersend.png","placeholder","","AreaAtTarget","EVOLVED. An eight-metre crater of ice, dropped where it hurts most.","a colossal jagged chunk of glacier slammed point-first into the ground, seen at a slight three-quarter angle, a wide shattered ice crater ringed with upthrust frozen shards radiating around the impact, fracture lines bursting outward across the rim, monumental pale ice #6FD6FF mass over deep teal #123A52 crater shadow, white impact flare at the base, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_wintersend.png"
"4","7","Skill","Lightning","Hook","Thunder Crown","thundercrown","Icon_thundercrown.png","placeholder","","Chain","EVOLVED. Empat cabang, tiga lompatan masing-masing. Menyapu gerombolan melebar,","A royal crown forged entirely from lightning, its four tall prongs each a thick upward zigzag bolt tipped with a small flare, the circlet band a solid angular ring, crown in bright golden yellow #FFD84D with storm umber #4A3A00 inner shadow and a faint gold accent #D9A441 gleam on the band, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_thundercrown.png"
"4","8","Skill","Lightning","Ring","Tornado","tornado","Icon_tornado.png","placeholder","","?19","Puting beliung. Menyeret lebih kuat, mengangkat lebih lama, dan mengembara","A towering funnel cloud shaped like an inverted spinning top, wide ragged crown narrowing to a whipping tail that kicks up a small debris cloud, one thick lightning bolt trapped spiralling inside the funnel, funnel in storm umber #4A3A00 and ink #14100C with the inner bolt and rim edges in bright golden yellow #FFD84D, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_tornado.png"
"5","8","Skill","Arcane","Chunk","Singularity","singularity","Icon_singularity.png","placeholder","","Zone","""EVOLVED. Lubang yang MENGEMBARA \u2014 dia menyeret gerombolan ke dalam","A ravenous black hole with a bright tilted accretion ring, leaning forward mid-travel with a comet-like wake trailing behind it, streaks of matter spiraling into its maw from the front. It is walking, hungry, alive. Arcane palette: ink #14100C void core with bright violet #B478FF accretion ring on deep void purple #2A1147, gold accent #D9A441 ring highlight. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_singularity.png"
"5","8","Skill","Ice","Ring","Absolute Zero","absolutezero","Icon_absolutezero.png","placeholder","","Radial","EVOLVED. Tidak membidik siapa pun. Enam belas pecahan es menyembur ke SEGALA","a violent frozen starburst of sixteen needle-thin ice shards firing outward in every direction from a pitch-black frozen core, the shard array subtly twisted into a pinwheel spiral as if caught mid-rotation, the core rimmed with a thin cracked halo of frost, blinding pale ice #6FD6FF needles over deep teal #123A52 halo against the near-black heart, white sparks at three shard tips, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_absolutezero.png"
"5","8","Skill","Lightning","Chunk","Maelstrom","maelstrom","Icon_maelstrom.png","placeholder","","?19","Badai yang menelan setengah lapangan. Apa pun yang sampai ke matanya menggantung","A colossal hurricane seen from directly above, three thick spiral storm arms curling into a single glowing eye at the centre, tiny helpless dark silhouettes suspended in the arms, spiral arms in storm umber #4A3A00 and ink #14100C, the eye and the crackling arm edges in blazing golden yellow #FFD84D, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_maelstrom.png"
"5","9","Skill","Fire","Big3","Cataclysm","cataclysm","Icon_cataclysm.png","placeholder","","AreaAtTarget","EVOLVED. Langit terbuka. Tidak ada yang selamat dua kali di dalam kawah.","the sky itself torn open in a jagged burning rift, a colossal sphere of fire descending through the tear toward a vast cracked crater, the crater rim ringed with upthrust broken rock and flame, radial scorch lines fanning from the impact point, bright orange #FF6A26 rift and fire over deep ember red #7A1F0B crater with a gold #D9A441 blinding center, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_cataclysm.png"
"5","9","Skill","Fire","Big3","Solar Flare","solarflare","Icon_solarflare.png","placeholder","","?17","Langit terbuka. Satu detik penuh aba-aba, lalu seperempat lapangan hangus.","a huge wrathful sun disc breaking through parted clouds, a massive column of solar fire pouring straight down and scorching a wide arc of ground into glowing cinders, curved flare prominences arcing off the sun's rim, radiant gold #D9A441 sun and beam over bright orange #FF6A26 flare arcs and deep ember red #7A1F0B scorched earth, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_solarflare.png"
"5","9","Skill","Lightning","Big3","Stormbreaker","stormbreaker","Icon_stormbreaker.png","placeholder","","Chain","EVOLVED. Delapan cabang petir berangkat sekaligus, tiap cabang melompat","A blazing wheel of eight thick lightning bolts radiating outward from one white-hot core like a shattered sun, each bolt a fat two-bend zigzag ending in a small strike flare, no two bolts parallel, core and bolts in bright golden yellow #FFD84D over a storm umber #4A3A00 corona with ink #14100C between the spokes, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_stormbreaker.png"
